age,sector,education_years,profession,marital,ethinicity,gender,work_hours,origin_country,salary_over_50K
38,Private,13,Adm-clerical,Husband,White,Male,40,United-States,No
32,Self-emp-not-inc,9,Other-service,Wife,White,Female,5,,No
22,,10,,Own-child,White,Male,40,United-States,No
43,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
47,State-gov,13,Exec-managerial,Not-in-family,White,Female,40,United-States,Yes
20,Private,10,Transport-moving,Own-child,White,Male,35,United-States,No
28,Local-gov,14,Prof-specialty,Wife,White,Female,40,United-States,Yes
47,Private,6,Sales,Husband,White,Male,65,United-States,No
26,Private,9,Farming-fishing,Not-in-family,White,Male,40,United-States,No
65,Self-emp-inc,13,Exec-managerial,Husband,White,Male,44,Mexico,Yes
46,Federal-gov,16,Prof-specialty,Not-in-family,White,Female,50,United-States,Yes
71,,10,,Husband,White,Male,40,United-States,Yes
18,Self-emp-inc,7,Farming-fishing,Own-child,White,Male,30,United-States,No
26,Self-emp-not-inc,10,Prof-specialty,Not-in-family,White,Female,4,Mexico,No
29,Private,9,Sales,Unmarried,White,Female,35,United-States,No
46,Private,9,Tech-support,Husband,Black,Male,40,United-States,Yes
56,Private,9,Handlers-cleaners,Husband,White,Male,40,United-States,No
20,Private,9,Other-service,Own-child,White,Female,25,United-States,No
45,Private,16,Prof-specialty,Husband,White,Male,40,Poland,Yes
29,Private,11,Adm-clerical,Husband,White,Male,40,United-States,No
45,Private,13,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
27,Private,13,Sales,Own-child,White,Male,40,United-States,No
51,Federal-gov,16,Prof-specialty,Husband,White,Male,52,United-States,Yes
56,Private,13,Exec-managerial,Husband,White,Male,42,United-States,Yes
39,Local-gov,9,Handlers-cleaners,Not-in-family,White,Male,40,United-States,Yes
45,Private,16,Prof-specialty,Not-in-family,White,Male,45,United-States,Yes
45,Private,3,Transport-moving,Husband,White,Male,38,Mexico,No
40,Private,9,Exec-managerial,Husband,White,Male,45,United-States,Yes
45,Private,13,Exec-managerial,Not-in-family,White,Female,55,United-States,No
28,Private,10,Craft-repair,Husband,White,Male,50,Germany,Yes
70,Private,9,Handlers-cleaners,Husband,White,Male,40,United-States,Yes
24,Private,13,Prof-specialty,Not-in-family,White,Male,10,Hungary,No
37,Private,13,Prof-specialty,Wife,White,Female,16,United-States,Yes
30,Private,9,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,No
31,Private,13,Exec-managerial,Not-in-family,White,Male,40,United-States,No
52,Private,8,Craft-repair,Husband,White,Male,45,United-States,No
36,Private,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
23,Private,8,Other-service,Unmarried,Black,Male,38,United-States,No
32,Self-emp-not-inc,13,Sales,Husband,White,Male,47,United-States,No
36,Private,9,Machine-op-inspct,Not-in-family,White,Female,30,United-States,No
54,Private,16,Prof-specialty,Husband,White,Male,50,United-States,Yes
53,Private,9,Adm-clerical,Wife,White,Female,40,United-States,Yes
25,Private,12,Adm-clerical,Unmarried,White,Female,40,United-States,No
20,Private,10,Other-service,Own-child,White,Female,32,United-States,No
34,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
27,Private,9,Sales,Husband,White,Male,45,United-States,No
53,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
46,Private,11,Craft-repair,Husband,White,Male,40,United-States,No
44,Private,13,Prof-specialty,Husband,Black,Male,50,United-States,Yes
46,Self-emp-not-inc,9,Transport-moving,Not-in-family,White,Male,50,United-States,No
67,Private,14,Prof-specialty,Husband,White,Male,60,United-States,Yes
54,Self-emp-not-inc,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
30,Private,11,Prof-specialty,Husband,White,Male,52,United-States,Yes
50,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,30,United-States,No
63,Self-emp-not-inc,4,Farming-fishing,Unmarried,White,Female,10,United-States,No
35,Private,11,Prof-specialty,Unmarried,White,Female,40,United-States,No
39,Private,9,Prof-specialty,Unmarried,White,Female,40,United-States,No
57,Self-emp-not-inc,9,Sales,Husband,White,Male,48,United-States,No
41,Private,10,Transport-moving,Husband,White,Male,54,United-States,No
38,Private,8,Craft-repair,Husband,White,Male,48,United-States,No
43,Private,13,Exec-managerial,Not-in-family,Black,Female,40,United-States,Yes
21,,9,,Own-child,White,Female,10,United-States,No
47,Private,9,Adm-clerical,Unmarried,White,Male,40,Honduras,No
47,Private,12,Prof-specialty,Husband,White,Male,40,United-States,Yes
25,Private,10,Adm-clerical,Not-in-family,White,Male,40,United-States,No
37,Self-emp-inc,13,Craft-repair,Husband,White,Male,55,United-States,Yes
44,Private,4,Machine-op-inspct,Husband,White,Male,40,United-States,No
30,Private,9,Adm-clerical,Unmarried,White,Male,40,United-States,No
22,Private,13,Adm-clerical,Own-child,White,Female,30,United-States,No
33,Private,13,Exec-managerial,Husband,White,Male,50,Germany,Yes
29,Private,10,Adm-clerical,Own-child,White,Female,40,United-States,No
37,Self-emp-not-inc,14,Exec-managerial,Husband,White,Male,60,United-States,Yes
47,Private,11,Prof-specialty,Not-in-family,White,Female,40,United-States,No
20,Private,10,Adm-clerical,Own-child,White,Female,15,United-States,No
48,Private,13,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,Philippines,No
23,Private,10,Other-service,Unmarried,White,Female,25,United-States,No
34,Private,14,Prof-specialty,Not-in-family,White,Female,40,United-States,Yes
57,Private,9,Transport-moving,Unmarried,White,Male,42,United-States,Yes
52,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,Yes
59,,10,,Husband,White,Male,40,United-States,Yes
27,Private,10,Other-service,Own-child,White,Male,24,United-States,No
59,Private,10,Adm-clerical,Unmarried,White,Male,40,United-States,No
43,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
26,Private,10,Other-service,Husband,White,Male,25,United-States,No
18,,6,,Own-child,White,Male,40,United-States,No
21,Private,10,Adm-clerical,Own-child,White,Female,16,United-States,No
28,,7,,Not-in-family,White,Male,30,United-States,No
43,Private,14,Exec-managerial,Unmarried,White,Female,40,United-States,Yes
42,Self-emp-inc,15,Prof-specialty,Husband,White,Male,50,United-States,Yes
24,Private,10,Handlers-cleaners,Husband,White,Male,30,United-States,No
64,Self-emp-not-inc,9,Other-service,Other-relative,White,Female,40,United-States,No
59,Private,9,Adm-clerical,Husband,White,Male,15,United-States,No
47,State-gov,5,Other-service,Not-in-family,White,Female,40,United-States,No
37,,11,,Wife,Amer-Indian-Eskimo,Female,40,United-States,No
35,Local-gov,13,Exec-managerial,Husband,White,Male,80,United-States,No
49,Private,15,Prof-specialty,Husband,White,Male,45,United-States,No
30,Private,11,Adm-clerical,Not-in-family,White,Female,46,United-States,No
31,Private,10,Adm-clerical,Unmarried,Black,Female,40,United-States,No
18,Private,5,Other-service,Own-child,White,Male,15,,No
43,Local-gov,14,Exec-managerial,Not-in-family,White,Female,50,United-States,Yes
19,Private,10,Sales,Own-child,White,Female,20,United-States,No
53,Self-emp-not-inc,13,Prof-specialty,Husband,White,Male,40,United-States,No
32,Local-gov,13,Prof-specialty,Not-in-family,White,Female,50,United-States,Yes
39,Private,13,Exec-managerial,Not-in-family,White,Male,40,United-States,Yes
55,Private,9,Transport-moving,Husband,White,Male,72,United-States,Yes
26,Private,11,Adm-clerical,Wife,White,Female,40,United-States,Yes
31,Private,15,Prof-specialty,Husband,White,Male,60,United-States,Yes
21,Private,10,Adm-clerical,Other-relative,White,Male,30,Nicaragua,No
58,Private,9,Exec-managerial,Husband,White,Male,40,United-States,Yes
18,Private,10,Other-service,Own-child,White,Male,26,United-States,No
38,State-gov,9,Prof-specialty,Wife,White,Female,40,United-States,Yes
31,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
38,Private,9,Machine-op-inspct,Not-in-family,White,Female,40,United-States,No
51,Self-emp-inc,14,Sales,Husband,White,Male,40,United-States,Yes
54,Private,9,Transport-moving,Not-in-family,White,Male,40,United-States,No
39,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
51,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
34,Private,10,Adm-clerical,Not-in-family,White,Female,50,United-States,No
38,Local-gov,13,Exec-managerial,Husband,White,Male,42,United-States,Yes
24,Private,13,Sales,Own-child,White,Male,40,United-States,No
51,Private,10,Exec-managerial,Husband,White,Male,40,United-States,No
40,Private,10,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,40,United-States,Yes
24,Private,10,Sales,Own-child,White,Female,15,United-States,No
50,Self-emp-inc,15,Prof-specialty,Husband,White,Male,60,United-States,Yes
55,Private,9,Adm-clerical,Not-in-family,White,Female,40,United-States,No
28,Private,13,Adm-clerical,Own-child,White,Female,40,United-States,No
31,Private,13,Prof-specialty,Husband,White,Male,35,United-States,No
32,Private,9,Transport-moving,Husband,White,Male,40,United-States,Yes
30,Private,14,Prof-specialty,Husband,White,Male,44,United-States,Yes
28,Local-gov,9,Handlers-cleaners,Husband,White,Male,40,United-States,No
44,Private,9,Sales,Husband,White,Male,60,United-States,No
57,State-gov,9,Craft-repair,Husband,White,Male,40,United-States,No
35,Private,10,Exec-managerial,Not-in-family,White,Female,40,United-States,No
51,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
46,Private,10,Craft-repair,Husband,Black,Male,40,United-States,Yes
42,Federal-gov,14,Exec-managerial,Not-in-family,White,Female,60,United-States,Yes
47,Private,9,Sales,Unmarried,White,Female,20,Cuba,No
30,Private,9,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,No
36,Federal-gov,14,Exec-managerial,Husband,White,Male,40,United-States,Yes
32,Private,9,Craft-repair,Own-child,White,Male,40,United-States,No
47,Self-emp-not-inc,13,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,South,No
37,Private,5,Machine-op-inspct,Husband,White,Male,50,United-States,Yes
50,Private,9,Machine-op-inspct,Husband,White,Male,50,United-States,No
40,Self-emp-not-inc,11,Farming-fishing,Husband,White,Male,60,United-States,No
50,Self-emp-not-inc,6,Sales,Not-in-family,White,Female,50,United-States,No
43,State-gov,13,Prof-specialty,Husband,White,Male,37,United-States,Yes
48,Self-emp-not-inc,9,Craft-repair,Husband,White,Male,40,United-States,Yes
29,Private,9,Craft-repair,Not-in-family,White,Male,40,United-States,No
26,Private,9,Sales,Husband,White,Male,40,United-States,No
33,Private,14,Exec-managerial,Husband,White,Male,60,Canada,Yes
67,Self-emp-not-inc,9,Exec-managerial,Not-in-family,White,Female,16,United-States,No
21,Private,9,Other-service,Not-in-family,White,Female,16,United-States,No
30,Local-gov,13,Prof-specialty,Not-in-family,Black,Female,40,Germany,No
29,Private,14,Prof-specialty,Not-in-family,Black,Male,42,United-States,No
35,Private,11,Prof-specialty,Unmarried,White,Female,44,United-States,No
39,Private,13,Sales,Husband,White,Male,30,United-States,Yes
46,Self-emp-not-inc,15,Prof-specialty,Husband,White,Male,65,United-States,Yes
22,Private,12,Handlers-cleaners,Own-child,White,Male,20,United-States,No
42,Private,10,Exec-managerial,Not-in-family,White,Female,40,United-States,Yes
30,Private,9,Adm-clerical,Unmarried,Black,Female,40,United-States,No
56,Local-gov,14,Prof-specialty,Husband,White,Male,35,,Yes
41,Private,14,Prof-specialty,Husband,White,Male,45,United-States,Yes
64,Self-emp-not-inc,14,Prof-specialty,Not-in-family,White,Male,50,United-States,No
52,Private,14,Exec-managerial,Husband,White,Male,50,Greece,Yes
51,Private,7,Other-service,Not-in-family,Black,Female,40,United-States,No
35,Private,9,Sales,Own-child,White,Female,40,United-States,No
51,Self-emp-inc,16,Prof-specialty,Husband,White,Male,40,United-States,Yes
25,Private,9,Sales,Unmarried,White,Female,37,United-States,No
43,Local-gov,13,Prof-specialty,Husband,White,Male,40,United-States,Yes
23,Private,10,Other-service,Own-child,White,Female,40,United-States,No
25,Private,6,Craft-repair,Husband,White,Male,45,United-States,No
29,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
36,Private,9,Machine-op-inspct,Husband,White,Male,45,United-States,Yes
41,Private,9,Craft-repair,Husband,Black,Male,40,United-States,Yes
42,Private,10,Exec-managerial,Husband,White,Male,40,Puerto-Rico,No
64,Private,9,Protective-serv,Husband,White,Male,40,United-States,No
34,Private,13,Exec-managerial,Husband,White,Male,50,United-States,Yes
23,Private,9,Other-service,Husband,White,Male,40,Guatemala,No
21,Private,10,Adm-clerical,Not-in-family,White,Female,30,United-States,No
34,Private,14,Exec-managerial,Husband,White,Male,40,United-States,Yes
47,Private,10,Machine-op-inspct,Husband,White,Male,46,United-States,No
46,Self-emp-not-inc,10,Exec-managerial,Husband,White,Male,40,United-States,No
48,Private,11,Prof-specialty,Not-in-family,White,Male,40,United-States,No
51,Private,13,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,40,United-States,Yes
44,Private,11,Craft-repair,Other-relative,White,Male,48,United-States,Yes
27,Federal-gov,13,Adm-clerical,Not-in-family,White,Female,40,United-States,No
37,Private,9,Machine-op-inspct,Other-relative,White,Female,32,United-States,No
43,Private,13,Other-service,Wife,White,Female,35,,Yes
34,Self-emp-not-inc,13,Craft-repair,Husband,Asian-Pac-Islander,Male,70,South,Yes
31,Private,9,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,No
44,Self-emp-inc,13,Exec-managerial,Husband,White,Male,45,United-States,Yes
43,Local-gov,9,Exec-managerial,Husband,White,Male,40,United-States,Yes
45,Private,9,Craft-repair,Husband,White,Male,40,United-States,No
27,Private,10,Adm-clerical,Unmarried,White,Female,40,United-States,No
49,Private,10,Craft-repair,Husband,Asian-Pac-Islander,Male,40,United-States,Yes
38,Private,10,Adm-clerical,Unmarried,Black,Female,40,United-States,No
30,Private,13,Prof-specialty,Husband,White,Male,35,United-States,Yes
20,Private,10,Sales,Own-child,White,Male,30,,No
43,Private,9,Adm-clerical,Wife,White,Female,25,United-States,Yes
55,Private,10,Adm-clerical,Not-in-family,Black,Female,45,,No
39,Private,10,Sales,Husband,White,Male,55,United-States,No
60,Private,12,Adm-clerical,Husband,White,Male,35,United-States,Yes
19,Private,9,Adm-clerical,Unmarried,White,Female,30,United-States,No
33,Local-gov,9,Craft-repair,Husband,White,Male,40,United-States,No
40,State-gov,11,Machine-op-inspct,Husband,White,Male,38,United-States,Yes
52,Federal-gov,10,Exec-managerial,Not-in-family,White,Female,40,United-States,No
42,Self-emp-inc,16,Prof-specialty,Husband,White,Male,60,United-States,Yes
37,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
31,Private,13,Exec-managerial,Husband,Black,Male,40,United-States,Yes
51,Private,11,Tech-support,Husband,White,Male,40,United-States,Yes
19,Private,9,Sales,Own-child,White,Male,40,United-States,No
61,Self-emp-inc,9,Sales,Husband,White,Male,55,United-States,Yes
48,State-gov,9,Protective-serv,Husband,White,Male,40,United-States,No
47,Local-gov,10,Transport-moving,Husband,White,Male,40,United-States,Yes
42,Private,9,Exec-managerial,Unmarried,Black,Female,25,United-States,No
24,Private,13,Priv-house-serv,Not-in-family,White,Female,40,France,No
17,Private,7,Handlers-cleaners,Own-child,White,Male,25,United-States,No
57,Federal-gov,13,Prof-specialty,Husband,Black,Male,40,United-States,Yes
51,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
48,Self-emp-inc,13,Sales,Not-in-family,White,Male,60,United-States,Yes
62,Private,9,Sales,Husband,White,Male,16,United-States,No
39,Self-emp-not-inc,10,Sales,Husband,White,Male,50,United-States,Yes
58,Private,9,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,No
47,Private,9,Machine-op-inspct,Husband,White,Male,40,Cuba,Yes
31,Private,9,Craft-repair,Not-in-family,White,Male,45,United-States,No
56,Private,10,Transport-moving,Not-in-family,White,Male,40,United-States,No
17,Private,6,Other-service,Own-child,White,Female,6,United-States,No
40,Private,9,Other-service,Not-in-family,White,Female,40,United-States,No
22,Private,11,Machine-op-inspct,Husband,White,Male,40,United-States,No
43,Private,13,Adm-clerical,Unmarried,White,Female,40,United-States,No
63,Self-emp-not-inc,10,Exec-managerial,Husband,White,Male,60,United-States,Yes
40,Private,14,Exec-managerial,Husband,White,Male,40,United-States,Yes
30,,7,,Own-child,Black,Female,40,United-States,No
51,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
52,Self-emp-not-inc,8,Exec-managerial,Husband,White,Male,50,United-States,Yes
48,Local-gov,10,Protective-serv,Husband,White,Male,42,United-States,Yes
32,Private,13,Protective-serv,Not-in-family,Black,Male,30,United-States,No
33,Self-emp-not-inc,13,Prof-specialty,Wife,White,Female,50,United-States,Yes
60,Private,11,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,United-States,Yes
46,Self-emp-inc,14,Sales,Husband,White,Male,50,United-States,Yes
43,Private,10,Craft-repair,Husband,White,Male,40,United-States,No
37,Private,13,Sales,Not-in-family,Black,Female,40,United-States,No
29,Self-emp-not-inc,9,Craft-repair,Not-in-family,White,Male,50,United-States,Yes
55,Self-emp-not-inc,13,Exec-managerial,Husband,White,Male,99,United-States,No
46,Private,13,Prof-specialty,Unmarried,White,Female,40,United-States,No
59,Private,14,Prof-specialty,Not-in-family,White,Male,50,United-States,No
52,Local-gov,16,Exec-managerial,Husband,White,Male,40,United-States,Yes
35,Private,9,Sales,Not-in-family,White,Female,50,United-States,No
39,Self-emp-not-inc,9,Sales,Other-relative,White,Female,4,United-States,No
29,Private,9,Exec-managerial,Not-in-family,White,Female,38,United-States,No
37,Private,12,Adm-clerical,Not-in-family,White,Female,40,United-States,No
44,Self-emp-not-inc,15,Prof-specialty,Husband,White,Male,70,United-States,Yes
25,Private,9,Tech-support,Not-in-family,Black,Female,40,United-States,No
25,Private,10,Adm-clerical,Not-in-family,White,Male,40,United-States,No
35,Local-gov,10,Protective-serv,Husband,White,Male,50,United-States,No
39,Private,13,Sales,Husband,White,Male,40,United-States,Yes
35,Private,13,Sales,Not-in-family,White,Female,40,United-States,No
41,Private,13,Sales,Husband,White,Male,48,United-States,Yes
27,Private,13,Prof-specialty,Wife,White,Female,40,United-States,Yes
34,Private,14,Prof-specialty,Husband,White,Male,55,United-States,Yes
44,Self-emp-not-inc,3,Farming-fishing,Husband,White,Male,40,Mexico,No
42,Private,9,Machine-op-inspct,Husband,White,Male,45,United-States,Yes
25,Private,9,Handlers-cleaners,Own-child,White,Male,95,United-States,No
67,,14,,Husband,Black,Male,40,United-States,Yes
44,Self-emp-not-inc,15,Prof-specialty,Husband,White,Male,40,United-States,Yes
19,Private,10,Other-service,Own-child,White,Male,20,United-States,No
42,Private,12,Adm-clerical,Husband,White,Male,42,United-States,Yes
52,Self-emp-inc,14,Exec-managerial,Husband,White,Male,60,United-States,Yes
26,Private,9,Adm-clerical,Own-child,White,Female,40,United-States,No
38,Self-emp-inc,15,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,Yes
46,Private,9,Transport-moving,Husband,White,Male,70,United-States,No
33,Private,9,Sales,Not-in-family,White,Male,20,United-States,No
27,Self-emp-not-inc,10,Farming-fishing,Husband,White,Male,50,United-States,No
58,Self-emp-not-inc,4,Transport-moving,Husband,White,Male,40,United-States,Yes
36,Local-gov,9,Adm-clerical,Not-in-family,White,Male,40,United-States,No
47,Self-emp-not-inc,9,Exec-managerial,Husband,White,Male,50,United-States,Yes
45,Private,10,Craft-repair,Husband,White,Male,40,United-States,Yes
49,Private,9,Handlers-cleaners,Own-child,White,Male,80,United-States,No
57,Private,4,Machine-op-inspct,Unmarried,Black,Female,40,United-States,No
54,Self-emp-not-inc,15,Prof-specialty,Husband,White,Male,50,United-States,Yes
24,Federal-gov,12,Exec-managerial,Wife,White,Female,40,United-States,No
40,Private,14,Exec-managerial,Husband,White,Male,50,United-States,Yes
70,Private,13,Handlers-cleaners,Husband,White,Male,40,United-States,Yes
75,Private,3,Other-service,Unmarried,Black,Male,10,United-States,No
37,Private,9,Transport-moving,Husband,White,Male,50,United-States,Yes
43,State-gov,13,Adm-clerical,Husband,White,Male,40,United-States,Yes
47,State-gov,10,Prof-specialty,Unmarried,White,Male,20,United-States,No
28,Private,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
28,Private,10,Handlers-cleaners,Own-child,White,Male,40,United-States,No
39,Private,9,Machine-op-inspct,Wife,White,Female,40,United-States,Yes
57,Private,14,Prof-specialty,Husband,White,Male,45,United-States,Yes
43,Private,10,Other-service,Husband,White,Male,44,United-States,No
38,Self-emp-inc,9,Exec-managerial,Husband,White,Male,50,United-States,No
28,Self-emp-not-inc,13,Exec-managerial,Not-in-family,White,Male,50,United-States,No
48,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
36,Local-gov,11,Protective-serv,Not-in-family,Black,Female,60,United-States,Yes
25,Private,5,Machine-op-inspct,Husband,White,Male,40,Mexico,No
51,Private,9,Machine-op-inspct,Not-in-family,White,Female,40,United-States,No
37,Private,10,Sales,Husband,White,Male,45,United-States,No
65,,9,,Husband,White,Male,45,Germany,No
47,Private,13,Exec-managerial,Not-in-family,White,Male,40,United-States,No
30,Private,9,Sales,Not-in-family,White,Female,35,United-States,No
49,Private,14,Sales,Not-in-family,White,Male,45,United-States,Yes
42,State-gov,14,Prof-specialty,Not-in-family,White,Female,38,United-States,No
49,Private,10,Prof-specialty,Not-in-family,White,Male,45,United-States,Yes
30,Private,13,Exec-managerial,Husband,White,Male,50,United-States,Yes
25,Private,13,Prof-specialty,Own-child,White,Female,40,United-States,No
44,Self-emp-not-inc,14,Exec-managerial,Wife,White,Female,60,United-States,Yes
61,Self-emp-not-inc,10,Machine-op-inspct,Not-in-family,White,Female,40,United-States,No
65,,9,,Husband,White,Male,25,United-States,No
48,Private,9,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,40,South,No
21,Private,10,Adm-clerical,Not-in-family,White,Female,40,United-States,No
35,Private,9,Transport-moving,Not-in-family,White,Male,50,United-States,No
63,,10,,Husband,White,Male,15,United-States,No
26,Private,9,Sales,Husband,White,Male,50,United-States,Yes
36,Private,13,Prof-specialty,Husband,White,Male,45,United-States,No
24,Private,13,Prof-specialty,Husband,White,Male,40,United-States,No
58,Private,10,Machine-op-inspct,Not-in-family,Other,Male,40,Mexico,No
21,State-gov,10,Exec-managerial,Own-child,White,Male,40,United-States,No
34,Private,10,Exec-managerial,Wife,White,Female,40,United-States,Yes
65,Private,10,Prof-specialty,Not-in-family,White,Male,50,United-States,Yes
23,Local-gov,10,Adm-clerical,Unmarried,White,Female,70,United-States,No
29,Private,9,Farming-fishing,Unmarried,White,Male,35,United-States,No
54,Private,13,Exec-managerial,Not-in-family,White,Male,50,United-States,Yes
20,Private,10,Prof-specialty,Own-child,White,Male,25,United-States,No
60,Private,13,Prof-specialty,Husband,White,Male,35,United-States,No
37,Private,5,Other-service,Husband,White,Male,40,United-States,No
38,Private,10,Handlers-cleaners,Husband,Black,Male,40,United-States,No
42,Local-gov,9,Craft-repair,Husband,White,Male,44,United-States,No
33,,10,,Wife,White,Female,50,United-States,No
66,Private,9,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,United-States,No
42,Self-emp-not-inc,10,Exec-managerial,Not-in-family,White,Male,40,United-States,No
23,Private,9,Handlers-cleaners,Not-in-family,White,Male,30,United-States,No
62,Self-emp-inc,9,Exec-managerial,Not-in-family,Black,Male,40,United-States,No
54,Private,10,Sales,Wife,White,Female,40,United-States,Yes
39,Private,15,Prof-specialty,Not-in-family,White,Female,35,United-States,Yes
31,Private,13,Sales,Husband,White,Male,55,United-States,No
36,Private,13,Exec-managerial,Not-in-family,White,Male,70,United-States,No
40,Private,15,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,,Yes
51,Self-emp-inc,9,Protective-serv,Not-in-family,White,Male,81,United-States,No
58,Private,5,Machine-op-inspct,Husband,Black,Male,40,United-States,No
22,Private,12,Adm-clerical,Not-in-family,Black,Female,40,United-States,No
36,Private,6,Farming-fishing,Own-child,Black,Male,60,United-States,No
56,Self-emp-inc,9,Exec-managerial,Husband,White,Male,40,,No
33,Private,9,Adm-clerical,Other-relative,White,Female,40,United-States,No
62,Private,7,Other-service,Not-in-family,Black,Female,21,United-States,No
46,Federal-gov,13,Tech-support,Husband,White,Male,40,United-States,Yes
57,Private,6,Craft-repair,Husband,White,Male,43,United-States,No
59,Self-emp-not-inc,9,Farming-fishing,Husband,White,Male,65,United-States,Yes
26,State-gov,13,Adm-clerical,Not-in-family,White,Female,80,United-States,No
18,Private,9,Machine-op-inspct,Own-child,White,Female,40,Dominican-Republic,No
30,Local-gov,14,Prof-specialty,Not-in-family,White,Female,40,United-States,No
31,Private,13,Sales,Not-in-family,White,Female,65,United-States,Yes
23,Private,9,Adm-clerical,Unmarried,White,Female,45,United-States,No
67,Private,9,Exec-managerial,Unmarried,White,Male,38,United-States,Yes
39,Federal-gov,10,Exec-managerial,Husband,White,Male,50,United-States,Yes
29,Private,11,Exec-managerial,Husband,White,Male,60,United-States,Yes
32,Federal-gov,10,Tech-support,Wife,White,Female,40,United-States,No
58,Private,5,Handlers-cleaners,Husband,Black,Male,60,United-States,No
24,Private,10,Farming-fishing,Own-child,White,Male,50,United-States,No
45,Private,9,Adm-clerical,Not-in-family,White,Male,40,United-States,No
19,Private,10,Sales,Own-child,White,Female,20,United-States,No
50,Local-gov,14,Exec-managerial,Husband,White,Male,60,United-States,Yes
25,Private,12,Craft-repair,Own-child,White,Male,40,United-States,No
34,Self-emp-inc,11,Sales,Unmarried,White,Female,40,United-States,No
51,Private,10,Craft-repair,Husband,White,Male,60,United-States,Yes
31,Federal-gov,13,Exec-managerial,Husband,White,Male,40,United-States,Yes
69,State-gov,16,Prof-specialty,Husband,White,Male,50,United-States,Yes
42,Private,8,Craft-repair,Husband,Black,Male,60,,Yes
49,Private,11,Prof-specialty,Wife,White,Female,60,United-States,Yes
30,Private,9,Transport-moving,Husband,White,Male,45,United-States,No
19,Private,10,Exec-managerial,Not-in-family,White,Male,40,United-States,No
58,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,No
33,Private,1,Farming-fishing,Husband,White,Male,40,Mexico,No
27,Private,12,Sales,Not-in-family,White,Male,40,United-States,No
33,Private,9,Machine-op-inspct,Husband,White,Male,40,United-States,Yes
40,Private,10,Prof-specialty,Husband,White,Male,40,United-States,Yes
25,Private,10,Craft-repair,Husband,White,Male,40,United-States,No
29,Private,10,Craft-repair,Husband,Black,Male,40,Jamaica,Yes
17,,6,,Own-child,White,Female,17,United-States,No
25,Private,13,Prof-specialty,Not-in-family,White,Female,50,United-States,No
53,Private,9,Transport-moving,Husband,White,Male,40,United-States,No
22,Private,13,Exec-managerial,Own-child,White,Male,40,United-States,No
40,Self-emp-not-inc,15,Prof-specialty,Not-in-family,White,Male,45,United-States,Yes
58,Self-emp-not-inc,9,Farming-fishing,Unmarried,White,Female,10,United-States,No
40,Self-emp-inc,10,Transport-moving,Husband,White,Male,40,United-States,Yes
53,State-gov,9,Protective-serv,Husband,White,Male,40,United-States,No
45,Local-gov,14,Exec-managerial,Husband,White,Male,50,United-States,Yes
35,State-gov,9,Other-service,Unmarried,Black,Female,40,United-States,No
39,Private,9,Adm-clerical,Wife,White,Female,40,United-States,Yes
57,Private,9,Craft-repair,Husband,White,Male,40,United-States,Yes
21,Private,9,Other-service,Other-relative,Black,Male,25,United-States,No
42,Local-gov,14,Prof-specialty,Husband,White,Male,55,United-States,Yes
36,Private,13,Prof-specialty,Own-child,White,Female,40,United-States,No
27,Private,11,Farming-fishing,Husband,White,Male,40,United-States,No
21,Private,10,Other-service,Own-child,White,Male,15,United-States,No
71,,16,,Husband,White,Male,10,United-States,Yes
55,Local-gov,6,Adm-clerical,Husband,White,Male,40,United-States,No
39,Private,9,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,No
36,Local-gov,13,Prof-specialty,Not-in-family,White,Male,50,United-States,No
