CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Attrition_Flag
718308558,,F,4,Graduate,Divorced,Less than $40K,Blue,37,2,6,1,1838.0,1155,683.0,Existing Customer
801064833,,M,3,Graduate,Married,$80K - $120K,Blue,36,1,1,2,30117.0,2129,27988.0,Existing Customer
719838558,46.0,M,2,Uneducated,Single,$60K - $80K,Blue,35,1,1,1,5131.0,1484,3647.0,Existing Customer
714510483,44.0,M,3,Graduate,Single,$80K - $120K,Gold,36,2,3,3,34516.0,2517,31999.0,Existing Customer
718246458,53.0,M,3,Graduate,Single,$80K - $120K,,45,2,1,2,24262.0,1984,22278.0,Existing Customer
710822808,51.0,M,0,College,Single,$80K - $120K,,33,1,3,1,34516.0,1228,33288.0,Existing Customer
791730183,38.0,F,2,College,Unknown,Less than $40K,Blue,32,2,2,6,7385.0,1817,5568.0,Attrited Customer
709722858,50.0,M,1,Graduate,Married,$60K - $80K,,37,2,2,2,,1357,19351.0,Existing Customer
712582983,,F,3,Graduate,Married,Less than $40K,Silver,36,4,3,1,14057.0,1381,12676.0,Attrited Customer
714999483,38.0,M,4,Uneducated,Unknown,$80K - $120K,Silver,36,2,1,2,,1132,33384.0,Existing Customer
711388458,,M,3,High School,Married,$60K - $80K,Blue,36,2,5,1,,1519,15553.0,Existing Customer
796174983,52.0,M,2,High School,Single,$80K - $120K,Blue,46,2,3,3,25737.0,1168,24569.0,Existing Customer
712918083,44.0,F,1,Unknown,Single,Less than $40K,Blue,33,1,3,1,,768,1443.0,Existing Customer
715459158,35.0,F,4,High School,Unknown,Unknown,,26,2,1,2,,0,16950.0,Existing Customer
712687083,44.0,M,3,Graduate,Married,$60K - $80K,,24,1,1,3,15043.0,0,15043.0,Existing Customer
713003358,40.0,M,3,Graduate,Single,$80K - $120K,Blue,30,2,2,2,29338.0,159,29179.0,Attrited Customer
812443458,57.0,M,4,Graduate,Single,$120K +,Blue,52,2,3,2,25808.0,0,25808.0,Existing Customer
712984983,43.0,F,2,Unknown,Married,Less than $40K,Blue,30,1,3,2,,1853,395.0,Existing Customer
708826158,45.0,F,4,Uneducated,Divorced,$40K - $60K,,27,2,2,1,,1684,1986.0,Existing Customer
788725608,44.0,F,3,Graduate,Single,Less than $40K,,17,1,2,3,8861.0,1149,7712.0,Existing Customer
717559533,47.0,M,3,Graduate,Married,$120K +,,42,1,3,1,34516.0,1161,33355.0,Existing Customer
720443358,,M,2,Unknown,Married,$60K - $80K,,36,1,3,1,,1250,6764.0,Existing Customer
806694333,44.0,F,4,Unknown,Married,Less than $40K,Blue,39,1,1,1,2771.0,1779,992.0,Existing Customer
709770408,51.0,M,2,Graduate,Married,$120K +,Silver,36,1,1,2,,1702,32814.0,Existing Customer
718259433,45.0,F,3,High School,Married,Unknown,Blue,40,1,4,2,8383.0,0,8383.0,Attrited Customer
770705208,44.0,F,2,Unknown,Single,Less than $40K,Gold,30,1,3,3,15365.0,630,14735.0,Existing Customer
720655833,48.0,F,4,High School,Married,Less than $40K,Blue,30,2,3,2,2913.0,0,2913.0,Attrited Customer
797898858,40.0,F,2,Uneducated,Single,Less than $40K,Blue,34,1,2,1,4748.0,2085,2663.0,Existing Customer
779548008,,M,2,Graduate,Single,$80K - $120K,Silver,35,1,2,3,34516.0,0,34516.0,Existing Customer
718388733,38.0,F,1,College,Unknown,Less than $40K,,32,2,3,3,2609.0,1259,1350.0,Existing Customer
711742758,43.0,F,5,College,Single,$40K - $60K,,32,2,3,1,11508.0,0,11508.0,Attrited Customer
757863258,45.0,F,4,Graduate,Unknown,Less than $40K,Blue,38,2,2,1,2396.0,887,1509.0,Existing Customer
711947358,49.0,M,4,Uneducated,Married,$120K +,,38,2,3,1,,1208,17783.0,Existing Customer
712157958,44.0,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,,0,10908.0,Attrited Customer
814760358,53.0,M,3,Graduate,Unknown,$40K - $60K,Blue,48,2,2,2,14627.0,1997,12630.0,Existing Customer
710192283,46.0,M,4,Post-Graduate,Married,$40K - $60K,Blue,36,1,2,2,2219.0,1180,1039.0,Existing Customer
718977483,56.0,M,4,Graduate,Single,$80K - $120K,Blue,46,2,3,1,,1388,24348.0,Existing Customer
712129158,63.0,M,0,Uneducated,Single,$60K - $80K,,36,2,3,1,,1096,6901.0,Existing Customer
714880533,40.0,M,5,Graduate,Single,$40K - $60K,Blue,36,2,2,3,2849.0,1741,1108.0,Existing Customer
808287408,45.0,M,5,Graduate,Married,$80K - $120K,Blue,40,1,2,0,29227.0,1151,28076.0,Existing Customer
709619433,52.0,M,2,Doctorate,Married,$120K +,Blue,44,1,2,2,34516.0,1382,33134.0,Existing Customer
708881583,50.0,M,2,Uneducated,Married,$40K - $60K,Blue,43,1,3,1,12458.0,1332,11126.0,Existing Customer
711332883,62.0,M,1,High School,Single,$60K - $80K,,46,2,3,3,7547.0,2477,5070.0,Attrited Customer
717696333,44.0,M,4,Unknown,Married,$120K +,Blue,36,4,3,3,34516.0,0,34516.0,Attrited Customer
820587258,45.0,F,4,Graduate,Married,Less than $40K,,40,2,5,2,10677.0,0,10677.0,Existing Customer
768733533,53.0,M,5,Uneducated,Unknown,$80K - $120K,,47,2,3,2,2340.0,1612,728.0,Existing Customer
779779083,38.0,F,3,High School,Single,$40K - $60K,,26,2,2,1,23981.0,0,23981.0,Existing Customer
720735408,44.0,F,4,Doctorate,Married,$40K - $60K,Blue,30,1,3,1,6329.0,1643,4686.0,Existing Customer
819160158,42.0,M,3,Uneducated,Married,$40K - $60K,Blue,37,2,3,3,4960.0,1724,3236.0,Existing Customer
804601833,44.0,M,2,High School,Unknown,$60K - $80K,Silver,39,1,2,3,34516.0,1601,32915.0,Existing Customer
714823308,55.0,F,3,College,Single,Less than $40K,Gold,35,2,3,3,15987.0,1973,14014.0,Existing Customer
711577458,52.0,F,1,Uneducated,Single,Less than $40K,Blue,36,2,2,1,3244.0,1855,1389.0,Existing Customer
787539333,48.0,M,4,Graduate,Married,$60K - $80K,Blue,37,1,2,3,7298.0,2517,4781.0,Existing Customer
716806383,48.0,M,4,Graduate,Married,$80K - $120K,Blue,40,1,1,3,28307.0,1506,26801.0,Existing Customer
812230308,47.0,M,2,Graduate,Married,$40K - $60K,Blue,42,2,3,3,,1657,773.0,Existing Customer
778420383,49.0,M,1,Graduate,Married,$120K +,Blue,29,2,3,2,,2045,5605.0,Existing Customer
774012933,47.0,F,3,College,Divorced,$40K - $60K,,41,1,2,1,6443.0,2073,4370.0,Existing Customer
718756533,47.0,M,2,Uneducated,Married,$80K - $120K,Blue,41,1,2,1,,1497,11859.0,Existing Customer
812224983,56.0,M,2,Graduate,Single,$120K +,,51,1,1,2,4675.0,1340,3335.0,Existing Customer
714284358,61.0,M,1,Uneducated,Single,$40K - $60K,,52,2,1,1,,1329,848.0,Existing Customer
709530408,45.0,M,4,Doctorate,Single,$120K +,Gold,36,1,3,1,34516.0,1411,33105.0,Existing Customer
750690258,49.0,F,2,Graduate,Married,Less than $40K,,39,2,3,3,2821.0,1995,826.0,Existing Customer
716283108,44.0,F,4,Uneducated,Married,Less than $40K,Blue,36,2,2,3,,1133,5636.0,Existing Customer
718353633,50.0,M,1,Post-Graduate,Unknown,$80K - $120K,Gold,36,2,3,2,34516.0,0,34516.0,Attrited Customer
718528833,51.0,M,1,High School,Married,$120K +,Blue,43,2,3,2,,1825,28347.0,Existing Customer
718006608,44.0,F,5,Uneducated,Single,Less than $40K,Blue,36,1,3,1,7742.0,1163,6579.0,Existing Customer
710569233,46.0,M,3,Unknown,Single,$80K - $120K,,35,2,1,1,11814.0,1440,10374.0,Existing Customer
718694658,41.0,M,4,Unknown,Married,$80K - $120K,Blue,32,2,1,3,28687.0,1607,27080.0,Existing Customer
779293308,51.0,M,4,Graduate,Married,$60K - $80K,Silver,33,1,3,3,25653.0,2059,23594.0,Existing Customer
718276758,52.0,F,1,Graduate,Single,$40K - $60K,Blue,40,2,1,2,,890,3815.0,Existing Customer
712654233,39.0,M,3,High School,Married,$80K - $120K,Blue,27,1,3,1,19150.0,1093,18057.0,Existing Customer
719296383,38.0,M,2,High School,Single,$60K - $80K,,18,1,2,3,34516.0,1494,33022.0,Existing Customer
808279158,51.0,M,3,Graduate,Married,$80K - $120K,Blue,46,1,3,1,11765.0,1429,10336.0,Existing Customer
780497958,,M,3,High School,Divorced,$80K - $120K,,28,1,3,3,16627.0,2118,14509.0,Existing Customer
715519983,43.0,M,2,Post-Graduate,Married,$60K - $80K,,34,1,1,3,,1448,12105.0,Existing Customer
708568983,40.0,M,3,High School,Married,$60K - $80K,Blue,28,2,3,1,11476.0,2365,9111.0,Existing Customer
823648983,58.0,M,1,Uneducated,Single,$80K - $120K,Blue,54,1,3,1,5182.0,1459,3723.0,Existing Customer
789412458,44.0,M,2,Post-Graduate,Married,$60K - $80K,,34,6,3,4,23026.0,2517,20509.0,Attrited Customer
716837508,48.0,M,4,Graduate,Married,$60K - $80K,Blue,37,2,2,1,18477.0,0,18477.0,Existing Customer
711249858,49.0,M,4,Unknown,Married,$80K - $120K,Blue,38,2,3,2,,0,29890.0,Attrited Customer
712009083,48.0,M,3,Unknown,Unknown,$60K - $80K,,36,2,1,2,8290.0,1030,7260.0,Existing Customer
720522633,44.0,M,3,College,Married,$40K - $60K,,36,2,1,2,,1533,14666.0,Existing Customer
713071383,54.0,F,1,Unknown,Single,Unknown,Blue,36,1,3,3,3723.0,1728,1995.0,Existing Customer
712938258,45.0,M,2,Graduate,Single,Less than $40K,Silver,32,2,1,3,,1613,11082.0,Existing Customer
719071158,54.0,F,0,Graduate,Single,Unknown,,38,2,2,2,34516.0,0,34516.0,Attrited Customer
709046958,46.0,M,2,Unknown,Married,$60K - $80K,Silver,39,2,1,1,30379.0,2175,28204.0,Existing Customer
708748833,,F,3,Graduate,Single,$40K - $60K,Blue,25,2,2,3,9875.0,1239,8636.0,Existing Customer
711364233,41.0,M,4,Unknown,Married,$60K - $80K,Platinum,26,1,1,2,34516.0,1559,32957.0,Existing Customer
712645908,43.0,M,2,High School,Married,$60K - $80K,Blue,37,1,3,3,,2047,553.0,Existing Customer
708428958,39.0,M,2,Unknown,Single,$80K - $120K,,33,1,3,2,34516.0,0,34516.0,Existing Customer
719714658,61.0,M,0,Post-Graduate,Single,$60K - $80K,Blue,43,5,3,2,12218.0,0,12218.0,Attrited Customer
720874983,51.0,M,3,Uneducated,Married,$80K - $120K,,37,1,2,1,34516.0,0,34516.0,Existing Customer
719180958,,F,2,Uneducated,Divorced,$40K - $60K,,39,2,2,2,21754.0,0,21754.0,Existing Customer
710360583,46.0,M,2,Uneducated,Single,$60K - $80K,Blue,35,1,1,0,,604,7792.0,Existing Customer
823848183,39.0,F,1,Unknown,Single,Less than $40K,Platinum,35,1,2,3,,1494,14493.0,Existing Customer
783121008,55.0,F,0,Graduate,Single,Less than $40K,,49,1,2,3,12094.0,1870,10224.0,Existing Customer
789529158,44.0,M,4,High School,Single,$60K - $80K,,36,1,1,3,2946.0,743,2203.0,Existing Customer
708500883,,M,2,Uneducated,Single,$40K - $60K,Silver,40,2,3,2,17812.0,0,17812.0,Existing Customer
811965558,46.0,F,4,College,Single,$40K - $60K,Blue,41,2,3,3,13743.0,0,13743.0,Existing Customer
714383583,39.0,F,2,Unknown,Single,$40K - $60K,Gold,36,5,3,3,23981.0,1696,22285.0,Existing Customer
809425533,45.0,F,2,Uneducated,Divorced,$40K - $60K,Silver,40,5,2,2,15785.0,1174,14611.0,Existing Customer
716858433,43.0,F,4,Graduate,Single,Less than $40K,,32,4,3,1,3015.0,0,3015.0,Attrited Customer
812534958,40.0,F,3,High School,Married,$40K - $60K,Silver,34,2,2,2,,1568,17432.0,Existing Customer
714052158,49.0,M,2,High School,Married,$120K +,Blue,39,2,3,2,11714.0,949,10765.0,Attrited Customer
780200208,39.0,F,2,Unknown,Single,$40K - $60K,Blue,29,2,2,2,11135.0,1563,9572.0,Existing Customer
711458583,47.0,M,2,College,Married,$60K - $80K,Silver,35,2,1,1,34516.0,1349,33167.0,Existing Customer
826451433,42.0,M,4,Graduate,Single,$80K - $120K,Silver,38,2,1,3,34516.0,2273,32243.0,Existing Customer
719740983,44.0,F,1,Unknown,Divorced,Less than $40K,,34,1,1,3,13259.0,866,12393.0,Existing Customer
709019283,47.0,M,1,College,Married,$80K - $120K,Blue,39,2,3,1,5660.0,2210,3450.0,Existing Customer
710213508,63.0,M,1,High School,Single,$60K - $80K,Blue,54,2,3,3,23355.0,1061,22294.0,Existing Customer
710814633,49.0,M,2,Uneducated,Married,$80K - $120K,Blue,31,1,5,3,20734.0,2517,18217.0,Existing Customer
775267158,43.0,F,3,Graduate,Married,$40K - $60K,Blue,37,2,1,3,2476.0,1396,1080.0,Existing Customer
712268808,55.0,M,4,Graduate,Single,$120K +,Silver,36,2,2,3,34516.0,2443,32073.0,Existing Customer
720178158,46.0,F,4,High School,Unknown,Less than $40K,,37,5,3,3,7552.0,0,7552.0,Attrited Customer
779805408,42.0,M,3,Unknown,Married,Less than $40K,,31,1,1,1,14630.0,0,14630.0,Existing Customer
710958933,43.0,M,3,Graduate,Single,$40K - $60K,Blue,35,5,3,2,,787,5293.0,Attrited Customer
720698883,51.0,M,1,High School,Single,$80K - $120K,Blue,38,2,3,3,28605.0,0,28605.0,Attrited Customer
780384483,49.0,M,4,Unknown,Unknown,$80K - $120K,,39,2,2,2,2886.0,925,1961.0,Attrited Customer
714190983,,F,2,Graduate,Single,Unknown,Platinum,32,2,3,3,34516.0,531,33985.0,Attrited Customer
713808633,31.0,F,0,Uneducated,Divorced,Less than $40K,Silver,23,2,2,1,,1873,8977.0,Existing Customer
710295858,,M,4,Graduate,Divorced,$80K - $120K,Blue,32,2,1,2,24244.0,1649,22595.0,Existing Customer
713209308,59.0,M,0,Graduate,Single,$60K - $80K,Blue,46,2,3,2,17218.0,1829,15389.0,Existing Customer
788709408,41.0,F,2,Unknown,Married,Unknown,Blue,21,2,3,1,,0,14746.0,Existing Customer
717757608,53.0,M,2,College,Single,$120K +,,36,2,1,1,,1051,33465.0,Existing Customer
715300683,39.0,M,1,Uneducated,Single,$80K - $120K,Blue,36,1,1,3,,846,33612.0,Existing Customer
711436983,57.0,M,3,Unknown,Single,$120K +,,49,1,2,1,,2517,31999.0,Existing Customer
789582483,60.0,M,1,High School,Divorced,$40K - $60K,Blue,53,2,3,3,9369.0,1813,7556.0,Existing Customer
790168083,,M,0,High School,Unknown,$80K - $120K,,44,2,2,3,22741.0,2176,20565.0,Existing Customer
742865883,46.0,F,3,Unknown,Single,$40K - $60K,Blue,39,4,3,3,,2517,6593.0,Attrited Customer
770848308,45.0,M,2,Graduate,Married,$60K - $80K,Platinum,31,2,2,1,,1308,33208.0,Existing Customer
713486583,41.0,M,3,Graduate,Married,$60K - $80K,Blue,29,2,2,1,,2151,15126.0,Existing Customer
708697983,56.0,M,0,High School,Unknown,$120K +,Blue,49,2,2,2,34516.0,2156,32360.0,Existing Customer
823539558,39.0,F,3,Uneducated,Single,Unknown,Silver,35,2,2,3,33565.0,1627,31938.0,Existing Customer
711339258,49.0,F,3,Graduate,Single,$40K - $60K,Silver,36,1,3,1,20176.0,2219,17957.0,Existing Customer
781171908,45.0,M,3,Graduate,Single,$40K - $60K,Blue,38,1,3,1,3751.0,1869,1882.0,Existing Customer
815582358,47.0,F,5,Unknown,Unknown,Less than $40K,Blue,42,2,1,2,2519.0,1584,935.0,Existing Customer
755212608,50.0,M,2,Unknown,Married,$40K - $60K,Blue,43,4,3,3,13067.0,0,13067.0,Attrited Customer
716486508,45.0,F,3,High School,Married,$40K - $60K,,37,6,2,2,3399.0,0,3399.0,Attrited Customer
771674958,,M,2,High School,Married,$40K - $60K,Blue,33,1,3,3,11529.0,1823,9706.0,Existing Customer
787909158,40.0,F,3,Graduate,Divorced,Less than $40K,Blue,31,1,3,2,8694.0,1117,7577.0,Existing Customer
717140733,52.0,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,3,6616.0,831,5785.0,Existing Customer
799468083,51.0,M,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,11467.0,1146,10321.0,Existing Customer
718993533,44.0,M,2,Graduate,Unknown,$80K - $120K,,37,2,3,0,,1334,14487.0,Existing Customer
713870958,56.0,F,3,Uneducated,Single,Unknown,Platinum,46,2,3,2,34516.0,0,34516.0,Existing Customer
709171308,30.0,M,1,High School,Married,$60K - $80K,Blue,16,1,3,3,15795.0,1742,14053.0,Existing Customer
798553158,62.0,F,1,Graduate,Single,Less than $40K,Blue,56,1,2,1,3109.0,0,3109.0,Attrited Customer
720819858,47.0,F,4,Post-Graduate,Single,Less than $40K,Blue,27,1,2,2,,2517,6320.0,Existing Customer
815078433,42.0,F,4,Unknown,Married,Less than $40K,Blue,37,2,1,3,,1718,4833.0,Existing Customer
710924658,52.0,F,2,High School,Single,$40K - $60K,Blue,36,1,2,2,2540.0,1093,1447.0,Existing Customer
709883883,46.0,F,4,Uneducated,Divorced,Unknown,Blue,34,2,3,1,,1549,6561.0,Existing Customer
718650258,54.0,F,3,Graduate,Single,Unknown,Blue,47,2,3,1,6146.0,2210,3936.0,Existing Customer
711613308,58.0,M,2,Unknown,Single,$60K - $80K,,48,2,1,2,2236.0,710,1526.0,Attrited Customer
718558758,,M,1,Unknown,Single,$80K - $120K,Blue,22,1,2,2,,1413,2298.0,Attrited Customer
718504233,43.0,F,4,Uneducated,Married,Less than $40K,Blue,30,2,2,3,,1794,288.0,Attrited Customer
709108533,49.0,M,4,Graduate,Married,$80K - $120K,Blue,29,2,2,3,,2216,7743.0,Existing Customer
713236458,55.0,M,4,Unknown,Single,$60K - $80K,Blue,48,2,2,3,18980.0,2517,16463.0,Existing Customer
714352533,47.0,F,3,Graduate,Married,$40K - $60K,Silver,29,1,2,2,15472.0,865,14607.0,Existing Customer
717353433,50.0,F,2,Unknown,Single,Unknown,Blue,42,1,3,3,21498.0,1542,19956.0,Existing Customer
813804783,41.0,F,1,High School,Single,$40K - $60K,Blue,36,4,3,3,2667.0,0,2667.0,Attrited Customer
771062733,44.0,F,2,Graduate,Single,Less than $40K,Blue,31,1,2,1,4291.0,1285,3006.0,Existing Customer
715649358,39.0,M,2,College,Married,$60K - $80K,Blue,26,1,2,2,3879.0,0,3879.0,Attrited Customer
713552958,43.0,M,5,Graduate,Unknown,$60K - $80K,Blue,28,1,3,1,,1637,11136.0,Existing Customer
715209333,32.0,M,0,High School,Single,$60K - $80K,Blue,36,1,1,1,6224.0,1965,4259.0,Existing Customer
769935783,40.0,M,3,Unknown,Single,$60K - $80K,,34,2,2,1,9594.0,2517,7077.0,Existing Customer
815613033,,M,2,Unknown,Married,Less than $40K,Silver,44,2,2,3,12518.0,1722,10796.0,Existing Customer
718732833,56.0,F,1,College,Single,Less than $40K,Blue,48,4,2,2,2783.0,1763,1020.0,Attrited Customer
816328308,60.0,F,0,Graduate,Married,Less than $40K,Blue,55,2,1,3,,0,3773.0,Existing Customer
711814608,41.0,F,5,High School,Married,$40K - $60K,,36,2,1,1,19281.0,1805,17476.0,Existing Customer
803216433,43.0,F,5,Graduate,Married,Less than $40K,Silver,33,6,3,2,14806.0,2517,12289.0,Attrited Customer
710694033,32.0,M,0,Graduate,Divorced,$40K - $60K,,36,2,1,1,,1253,6220.0,Existing Customer
709257708,47.0,F,2,High School,Single,Less than $40K,Blue,41,1,1,2,3108.0,1978,1130.0,Existing Customer
720174033,46.0,M,3,Graduate,Divorced,$80K - $120K,Blue,33,1,3,1,34516.0,975,33541.0,Existing Customer
820666083,41.0,M,2,Graduate,Single,$120K +,,37,5,3,4,27742.0,2517,25225.0,Attrited Customer
712044558,51.0,F,1,Uneducated,Single,Less than $40K,Silver,41,6,2,3,14563.0,1309,13254.0,Attrited Customer
713131158,58.0,M,2,Uneducated,Single,$80K - $120K,Blue,46,1,3,1,10286.0,0,10286.0,Attrited Customer
803335008,48.0,F,2,Graduate,Divorced,Unknown,Blue,43,2,3,3,7791.0,1472,6319.0,Existing Customer
795869583,53.0,F,3,Uneducated,Married,Less than $40K,Blue,47,1,3,2,3733.0,1620,2113.0,Existing Customer
789535233,52.0,M,1,Graduate,Single,$80K - $120K,Silver,44,2,1,2,34516.0,1618,32898.0,Existing Customer
716441058,45.0,F,4,High School,Single,Less than $40K,Silver,36,2,5,2,14416.0,0,14416.0,Existing Customer
718113633,41.0,M,3,Uneducated,Married,$120K +,Blue,36,1,2,3,,0,34516.0,Attrited Customer
708908883,,F,2,Graduate,Divorced,Less than $40K,Silver,32,1,3,2,,1025,11008.0,Existing Customer
712152408,44.0,M,4,High School,Single,$60K - $80K,Gold,29,1,2,1,,1930,32586.0,Existing Customer
708229308,49.0,F,2,Unknown,Married,Less than $40K,,41,5,2,2,3243.0,0,3243.0,Attrited Customer
715351983,32.0,F,2,Unknown,Married,Less than $40K,Blue,20,1,3,2,9761.0,1470,8291.0,Existing Customer
798451908,36.0,F,2,Graduate,Married,Less than $40K,Blue,30,1,3,2,5723.0,0,5723.0,Existing Customer
794962983,47.0,F,3,Graduate,Divorced,Less than $40K,,41,1,1,3,9947.0,2496,7451.0,Existing Customer
721000833,49.0,M,0,Uneducated,Married,$60K - $80K,Blue,38,1,3,2,3599.0,0,3599.0,Existing Customer
720086358,58.0,M,2,Doctorate,Married,$120K +,Blue,48,2,3,1,,1604,11044.0,Existing Customer
710064033,45.0,M,3,Uneducated,Married,$40K - $60K,Blue,28,2,2,5,,0,4572.0,Attrited Customer
780588258,53.0,F,5,Unknown,Married,Less than $40K,Blue,42,1,2,2,4021.0,1745,2276.0,Existing Customer
710833908,45.0,M,5,High School,Married,$80K - $120K,Blue,25,1,3,3,25601.0,1384,24217.0,Existing Customer
714449283,44.0,M,4,Uneducated,Unknown,$80K - $120K,Blue,36,1,3,1,25428.0,1528,23900.0,Existing Customer
772339383,54.0,M,3,Post-Graduate,Single,$40K - $60K,,44,2,5,3,,1290,2926.0,Existing Customer
721382208,38.0,F,2,High School,Married,$40K - $60K,Blue,27,2,1,2,3140.0,2517,623.0,Existing Customer
779349783,46.0,M,3,Doctorate,Married,$60K - $80K,,31,2,2,2,,1198,19963.0,Existing Customer
789450408,41.0,F,2,Uneducated,Married,Unknown,Blue,32,2,5,3,5877.0,1713,4164.0,Existing Customer
709210833,48.0,F,2,Doctorate,Married,$40K - $60K,Blue,36,1,2,2,,1648,7426.0,Existing Customer
821752908,53.0,M,2,High School,Single,$60K - $80K,,49,2,3,2,,2252,1890.0,Existing Customer
789878283,39.0,M,3,Graduate,Married,$40K - $60K,Blue,29,2,2,2,,1174,1978.0,Existing Customer
709319658,48.0,F,4,Graduate,Single,Less than $40K,Platinum,37,5,3,4,15987.0,0,15987.0,Attrited Customer
719222133,,M,3,Graduate,Single,$40K - $60K,Blue,36,2,3,2,8919.0,1723,7196.0,Existing Customer
715551783,54.0,F,2,Uneducated,Married,Unknown,Blue,42,1,1,3,24927.0,1273,23654.0,Existing Customer
712718958,,M,2,High School,Divorced,$40K - $60K,Blue,36,2,1,1,3308.0,2150,1158.0,Existing Customer
709764483,61.0,M,1,Graduate,Unknown,$60K - $80K,Blue,53,1,1,2,6157.0,581,5576.0,Attrited Customer
783361533,,M,3,Unknown,Married,$60K - $80K,Silver,35,2,3,2,33889.0,1203,32686.0,Existing Customer
717942033,,M,2,Uneducated,Unknown,$120K +,Blue,42,1,1,3,33552.0,1252,32300.0,Existing Customer
817908783,44.0,M,3,Unknown,Single,$120K +,,39,2,3,1,34516.0,2123,32393.0,Existing Customer
713708358,33.0,F,3,Unknown,Single,$40K - $60K,,36,2,3,3,19594.0,971,18623.0,Existing Customer
713705358,37.0,M,2,Graduate,Single,$60K - $80K,Blue,28,2,6,1,,994,6355.0,Existing Customer
789551883,52.0,F,3,Graduate,Single,$40K - $60K,Blue,45,1,1,2,,985,13818.0,Existing Customer
812247033,51.0,F,3,Uneducated,Married,Less than $40K,Blue,46,5,5,2,3536.0,0,3536.0,Attrited Customer
717580458,43.0,M,4,Uneducated,Divorced,$80K - $120K,Blue,36,2,3,2,19333.0,0,19333.0,Attrited Customer
780551733,,F,1,High School,Married,Less than $40K,Silver,44,2,2,3,11605.0,1470,10135.0,Existing Customer
719722308,31.0,F,0,Uneducated,Divorced,Less than $40K,,22,2,1,3,3329.0,0,3329.0,Existing Customer
718328283,40.0,F,4,High School,Single,Less than $40K,Blue,36,2,1,3,,1531,2430.0,Existing Customer
826061508,49.0,F,4,Uneducated,Unknown,Less than $40K,,45,1,3,1,,2045,3930.0,Existing Customer
715610733,60.0,M,1,Uneducated,Married,$40K - $60K,Blue,47,6,1,5,,1175,2560.0,Attrited Customer
710161083,62.0,F,0,Uneducated,Single,Less than $40K,Blue,36,6,3,3,5780.0,0,5780.0,Attrited Customer
712464933,44.0,M,2,Graduate,Married,$80K - $120K,Blue,36,2,2,2,19141.0,1933,17208.0,Existing Customer
768181608,43.0,F,3,Graduate,Unknown,Less than $40K,Blue,37,2,3,3,3461.0,1767,1694.0,Existing Customer
713869083,56.0,M,2,High School,Married,$80K - $120K,Blue,43,2,2,1,29394.0,1002,28392.0,Existing Customer
711465333,35.0,M,4,High School,Single,$80K - $120K,Blue,26,2,1,1,24250.0,0,24250.0,Existing Customer
719924433,40.0,F,4,Graduate,Married,$40K - $60K,Silver,32,1,2,3,,0,16191.0,Existing Customer
719248158,52.0,M,2,High School,Divorced,$60K - $80K,Blue,42,1,3,2,,1443,5818.0,Existing Customer
719944458,29.0,M,0,High School,Single,$40K - $60K,,36,2,3,1,,1437,2586.0,Existing Customer
715799808,52.0,M,0,High School,Single,$60K - $80K,Blue,39,4,3,2,3764.0,0,3764.0,Attrited Customer
721264533,,F,3,Unknown,Married,Less than $40K,,36,1,1,3,3767.0,1106,2661.0,Existing Customer
711838008,37.0,M,3,Graduate,Married,$60K - $80K,,28,2,3,2,6407.0,478,5929.0,Attrited Customer
711826983,47.0,F,3,Unknown,Married,$40K - $60K,Blue,36,4,3,6,5822.0,0,5822.0,Attrited Customer
719413383,32.0,M,1,Uneducated,Single,$60K - $80K,Silver,36,2,3,1,,1437,32274.0,Existing Customer
712990458,44.0,F,3,Graduate,Married,Unknown,Silver,34,2,2,1,31699.0,1976,29723.0,Existing Customer
789594108,47.0,M,5,College,Single,$80K - $120K,Blue,41,1,1,3,3429.0,1779,1650.0,Existing Customer
718764708,45.0,M,3,Graduate,Unknown,$120K +,Blue,36,1,4,3,8858.0,1359,7499.0,Existing Customer
820271208,46.0,M,2,Graduate,Divorced,$60K - $80K,,41,2,2,3,,1234,5830.0,Existing Customer
708369633,34.0,F,3,Graduate,Married,Less than $40K,Gold,36,6,3,2,15487.0,1847,13640.0,Attrited Customer
712055433,39.0,F,4,High School,Married,Less than $40K,Blue,36,2,2,1,3600.0,2072,1528.0,Existing Customer
721114458,46.0,M,4,College,Single,$120K +,,36,1,2,2,,585,33931.0,Existing Customer
714959358,50.0,M,3,High School,Married,$80K - $120K,Silver,36,5,3,3,34516.0,2292,32224.0,Attrited Customer
708396033,45.0,F,2,Uneducated,Married,Less than $40K,Blue,27,1,2,2,2490.0,1059,1431.0,Existing Customer
719593608,56.0,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,2,1,,0,33870.0,Attrited Customer
715830558,50.0,M,2,Uneducated,Unknown,$120K +,Blue,38,6,2,1,,397,34119.0,Attrited Customer
716406483,30.0,M,0,Unknown,Single,$60K - $80K,Blue,20,1,3,3,23760.0,1349,22411.0,Existing Customer
